feature,coef,abs_coef
CDRH3_pI,0.21580087661818786,0.21580087661818786
CDRH3_hydropathy,0.210123184321063,0.210123184321063
CDRH3_charge,0.16917242441439967,0.16917242441439967
CDRH3_net_charge,0.16483350570959115,0.16483350570959115
CDRH3_length,0.1554235604743421,0.1554235604743421
