split,n_samples,positives,positive_rate,score_mean,score_std
harvey,1000,500,0.5,0.6522059844608311,0.1520943191696703
jain,80,31,0.3875,0.5159424268613478,0.1656299335132115
shehata_curated,87,51,0.5862068965517241,0.7146909490886255,0.17065337391918786
train_cv_oof,970,501,0.5164948453608248,0.5092906603032129,0.17678360048635286
