mae,rmse,r2,spearman,pearson,fold
589267802047.9061,8207550742647.321,-7.033767238749177e+24,0.24214739788102527,0.06953893400752517,1
8188.389445544588,112776.66602432705,-1375739970.357035,0.1431400608598957,-0.07300336114285198,2
5708.090584858423,73768.25982272634,-577202661.5382552,0.15783517989929058,0.06608540034348877,3
84780.23171679472,1163758.6944773193,-148280521060.96744,0.27751483359626616,0.07128301849021451,4
247.70650207923876,2249.0407760076064,-511760.9836486706,0.13265049842345022,0.06938093394094835,5
