feature,coef,abs_coef
CDRH3_charge,0.2892461849959038,0.2892461849959038
CDRH3_hydropathy,0.19843353153900642,0.19843353153900642
CDRH3_net_charge,0.16731737372879896,0.16731737372879896
CDRH3_length,0.1337800636200676,0.1337800636200676
CDRH3_pI,0.11770189894392584,0.11770189894392584
