split,n_samples,positives,positive_rate,score_mean,score_std
harvey,1000,500,0.5,0.6273447362260419,0.1596887861328297
jain,80,31,0.3875,0.5171017292299851,0.18283666854191918
shehata,87,51,0.5862068965517241,0.7374136284383486,0.17564811951893022
train_cv_oof,501,282,0.562874251497006,0.5563869381767528,0.2039472264216938
